trtmnt,Year,Age,S_NoTr,S_BA,S_SDI,S_CCF,S_TpHt,S_QMD,S_Mer,S_SLgCft,S_SLgBft,R_NoTr,R_Mer,R_SLgCft,R_SLgBft,Aft_BA,Aft_SDI,Aft_CCF,Aft_TpHt, AftQMD,G_PYr,G_Accre,G_Mort,MAIMer,Fortyp,MAISS
cont.a10,1987,3,279,105,190,210,76,8.3,2553,1690,9034,0,0,0,0,105,190,210,76,8.3,1,25,2,0.0,404,12
cont.a10,1988,4,278,105,191,211,76,8.3,2574,1701,9099,0,0,0,0,105,191,211,76,8.3,1,23,2,0.0,404,12
cont.a10,1989,5,278,105,191,211,77,8.3,2596,1712,9157,0,0,0,0,105,191,211,77,8.3,1,27,2,0.0,404,12
cont.a10,1990,6,278,106,192,212,77,8.4,2620,1724,9225,0,0,0,0,106,192,212,77,8.4,1,28,2,0.0,404,12
cont.a10,1991,7,277,106,192,213,77,8.4,2646,1738,9304,0,0,0,0,106,192,213,77,8.4,1,30,2,0.0,404,12
cont.a10,1992,8,277,107,193,213,78,8.4,2673,1752,9383,0,0,0,0,107,193,213,78,8.4,1,31,2,0.0,404,12
cont.a10,1993,9,276,107,194,214,78,8.4,2702,1765,9455,0,0,0,0,107,194,214,78,8.4,1,26,2,0.0,404,12
cont.a10,1994,10,276,108,194,215,78,8.5,2725,1776,9519,0,0,0,0,108,194,215,78,8.5,1,24,2,0.0,404,12
cont.a10,1995,11,275,108,195,215,78,8.5,2744,1787,9581,0,0,0,0,108,195,215,78,8.5,1,25,2,0.0,404,12
cont.a10,1996,12,275,108,195,216,79,8.5,2767,1798,9647,0,0,0,0,108,195,216,79,8.5,1,26,2,0.0,404,12
cont.a10,1997,13,274,109,196,217,79,8.5,2791,1810,9716,0,0,0,0,109,196,217,79,8.5,1,24,2,0.0,404,12
cont.a10,1998,14,274,109,196,217,79,8.5,2813,1821,9776,0,0,0,0,109,196,217,79,8.5,1,23,2,0.0,404,12
cont.a10,1999,15,273,109,197,217,80,8.6,2832,1833,9840,0,0,0,0,109,197,217,80,8.6,1,26,2,0.0,404,12
cont.a10,2000,16,273,110,197,218,80,8.6,2856,1851,9927,0,0,0,0,110,197,218,80,8.6,1,24,2,0.0,404,12
cont.a10,2001,17,272,110,197,218,80,8.6,2877,1864,9998,0,0,0,0,110,197,218,80,8.6,1,23,2,0.0,404,12
cont.a10,2002,18,272,110,198,219,80,8.6,2898,1874,10057,0,0,0,0,110,198,219,80,8.6,1,24,2,0.0,404,12
cont.a10,2003,19,271,111,198,219,81,8.6,2920,1886,10121,0,0,0,0,111,198,219,81,8.6,1,22,2,0.0,404,12
cont.a10,2004,20,271,111,199,220,81,8.7,2939,1898,10189,0,0,0,0,111,199,220,81,8.7,1,24,2,0.0,404,12
cont.a10,2005,21,270,111,199,220,81,8.7,2960,1909,10256,0,0,0,0,111,199,220,81,8.7,1,21,3,0.0,404,12
cont.a10,2006,22,270,111,200,221,81,8.7,2979,1922,10326,0,0,0,0,111,200,221,81,8.7,1,22,3,0.0,404,12
cont.a10,2007,23,269,112,200,221,82,8.7,2999,1934,10393,0,0,0,0,112,200,221,82,8.7,1,26,3,0.0,404,12
cont.a10,2008,24,269,112,201,222,82,8.7,3022,1954,10503,0,0,0,0,112,201,222,82,8.7,1,25,3,0.0,404,12
cont.a10,2009,25,268,113,201,222,82,8.8,3045,1968,10583,0,0,0,0,113,201,222,82,8.8,1,27,3,0.0,404,12
cont.a10,2010,26,268,113,202,223,82,8.8,3069,1985,10677,0,0,0,0,113,202,223,82,8.8,1,22,3,0.0,404,12
cont.a10,2011,27,268,113,202,223,82,8.8,3088,1997,10741,0,0,0,0,113,202,223,82,8.8,1,22,3,0.0,404,12
cont.a10,2012,28,267,114,202,224,83,8.8,3108,2006,10797,0,0,0,0,114,202,224,83,8.8,1,20,3,0.0,404,12
cont.a10,2013,29,267,114,203,224,83,8.8,3126,2016,10853,0,0,0,0,114,203,224,83,8.8,1,24,3,0.0,404,12
cont.a10,2014,30,266,114,203,225,83,8.9,3147,2028,10917,0,0,0,0,114,203,225,83,8.9,1,23,3,0.0,404,12
cont.a10,2015,31,266,114,204,225,83,8.9,3166,2044,11000,0,0,0,0,114,204,225,83,8.9,1,27,3,0.0,404,12
cont.a10,2016,32,265,115,204,226,83,8.9,3190,2062,11093,0,0,0,0,115,204,226,83,8.9,1,23,3,0.0,404,12
cont.a10,2017,33,265,115,205,226,84,8.9,3210,2072,11152,0,0,0,0,115,205,226,84,8.9,1,24,3,0.0,404,12
cont.a10,2018,34,264,116,205,227,84,9.0,3231,2082,11212,0,0,0,0,116,205,227,84,9.0,1,23,3,0.0,404,12
cont.a10,2019,35,264,116,205,227,84,9.0,3251,2098,11300,0,0,0,0,116,205,227,84,9.0,1,22,3,0.0,404,12
cont.a10,2020,36,263,116,206,228,84,9.0,3270,2110,11368,0,0,0,0,116,206,228,84,9.0,1,22,3,0.0,404,12
cont.a10,2021,37,263,116,206,228,84,9.0,3289,2125,11451,0,0,0,0,116,206,228,84,9.0,1,22,3,0.0,404,12
cont.a10,2022,38,262,117,207,228,84,9.0,3308,2137,11517,0,0,0,0,117,207,228,84,9.0,1,22,3,0.0,404,12
cont.a10,2023,39,262,117,207,229,85,9.1,3326,2147,11575,0,0,0,0,117,207,229,85,9.1,1,21,3,0.0,404,12
cont.a10,2024,40,261,117,207,229,85,9.1,3344,2160,11645,0,0,0,0,117,207,229,85,9.1,0,0,0,0.0,404,12
cont.a20,1984,0,324,125,227,247,76,8.4,3055,2024,10595,117,28,0,0,116,202,221,76,10.1,1,32,3,0.0,404,12
cont.a20,1985,1,245,116,203,222,76,9.3,3056,2041,10680,0,0,0,0,116,203,222,76,9.3,1,31,3,0.0,404,12
cont.a20,1986,2,245,117,204,222,77,9.4,3083,2057,10768,0,0,0,0,117,204,222,77,9.4,1,30,3,0.0,404,12
cont.a20,1987,3,244,117,204,223,77,9.4,3110,2084,10900,0,0,0,0,117,204,223,77,9.4,1,31,3,0.0,404,12
cont.a20,1988,4,244,118,205,223,78,9.4,3138,2101,10995,0,0,0,0,118,205,223,78,9.4,1,29,3,0.0,404,12
cont.a20,1989,5,243,118,205,224,78,9.4,3164,2123,11104,0,0,0,0,118,205,224,78,9.4,1,34,3,0.0,404,12
cont.a20,1990,6,243,119,206,225,78,9.5,3195,2158,11281,0,0,0,0,119,206,225,78,9.5,1,38,3,0.0,404,12
cont.a20,1991,7,243,119,207,226,79,9.5,3230,2182,11409,0,0,0,0,119,207,226,79,9.5,1,30,3,0.0,404,12
cont.a20,1992,8,242,120,208,226,79,9.5,3257,2198,11498,0,0,0,0,120,208,226,79,9.5,1,36,3,0.0,404,12
cont.a20,1993,9,242,120,209,227,79,9.6,3290,2217,11605,0,0,0,0,120,209,227,79,9.6,1,31,3,0.0,404,12
cont.a20,1994,10,241,121,209,228,79,9.6,3317,2241,11730,0,0,0,0,121,209,228,79,9.6,1,31,3,0.0,404,12
cont.a20,1995,11,241,121,210,228,80,9.6,3345,2258,11824,0,0,0,0,121,210,228,80,9.6,1,32,3,0.0,404,12
cont.a20,1996,12,240,122,211,229,80,9.6,3374,2275,11918,0,0,0,0,122,211,229,80,9.6,1,34,3,0.0,404,12
cont.a20,1997,13,240,123,212,230,80,9.7,3404,2293,12019,0,0,0,0,123,212,230,80,9.7,1,27,3,0.0,404,12
cont.a20,1998,14,240,123,212,231,80,9.7,3428,2320,12147,0,0,0,0,123,212,231,80,9.7,1,28,3,0.0,404,12
cont.a20,1999,15,239,123,213,231,81,9.7,3452,2334,12227,0,0,0,0,123,213,231,81,9.7,1,29,3,0.0,404,12
cont.a20,2000,16,239,124,213,232,81,9.8,3478,2349,12311,0,0,0,0,124,213,232,81,9.8,1,28,3,0.0,404,12
cont.a20,2001,17,238,124,214,232,81,9.8,3502,2363,12391,0,0,0,0,124,214,232,81,9.8,1,29,3,0.0,404,12
cont.a20,2002,18,238,125,215,233,81,9.8,3528,2378,12474,0,0,0,0,125,215,233,81,9.8,1,29,3,0.0,404,12
cont.a20,2003,19,237,125,215,234,82,9.8,3553,2392,12557,0,0,0,0,125,215,234,82,9.8,1,27,3,0.0,404,12
cont.a20,2004,20,237,126,216,234,82,9.9,3577,2406,12636,0,0,0,0,126,216,234,82,9.9,1,28,3,0.0,404,12
cont.a20,2005,21,237,126,217,235,82,9.9,3602,2421,12718,0,0,0,0,126,217,235,82,9.9,1,25,3,0.0,404,12
cont.a20,2006,22,236,126,217,235,82,9.9,3624,2433,12790,0,0,0,0,126,217,235,82,9.9,1,27,3,0.0,404,12
cont.a20,2007,23,236,127,218,236,82,9.9,3647,2446,12865,0,0,0,0,127,218,236,82,9.9,1,32,4,0.0,404,12
cont.a20,2008,24,235,127,219,237,83,10.0,3676,2463,12960,0,0,0,0,127,219,237,83,10.0,1,30,4,0.0,404,12
cont.a20,2009,25,235,128,219,238,83,10.0,3702,2478,13048,0,0,0,0,128,219,238,83,10.0,1,31,4,0.0,404,12
cont.a20,2010,26,234,129,220,238,83,10.0,3729,2493,13136,0,0,0,0,129,220,238,83,10.0,1,25,4,0.0,404,12
cont.a20,2011,27,234,129,221,239,83,10.1,3750,2505,13206,0,0,0,0,129,221,239,83,10.1,1,26,4,0.0,404,12
cont.a20,2012,28,234,129,221,239,83,10.1,3772,2523,13302,0,0,0,0,129,221,239,83,10.1,1,23,4,0.0,404,12
cont.a20,2013,29,233,130,222,240,84,10.1,3791,2537,13379,0,0,0,0,130,222,240,84,10.1,1,28,4,0.0,404,12
cont.a20,2014,30,233,130,223,241,84,10.1,3815,2567,13525,0,0,0,0,130,223,241,84,10.1,1,27,4,0.0,404,12
cont.a20,2015,31,232,131,223,241,84,10.2,3837,2596,13669,0,0,0,0,131,223,241,84,10.2,1,33,4,0.0,404,12
cont.a20,2016,32,232,131,224,242,84,10.2,3866,2617,13783,0,0,0,0,131,224,242,84,10.2,1,27,4,0.0,404,12
cont.a20,2017,33,231,132,225,243,84,10.2,3889,2637,13892,0,0,0,0,132,225,243,84,10.2,1,28,4,0.0,404,12
cont.a20,2018,34,231,132,226,244,84,10.3,3912,2664,14027,0,0,0,0,132,226,244,84,10.3,1,26,4,0.0,404,12
cont.a20,2019,35,231,133,226,244,84,10.3,3934,2690,14160,0,0,0,0,133,226,244,84,10.3,1,25,4,0.0,404,12
cont.a20,2020,36,230,133,227,245,85,10.3,3954,2705,14247,0,0,0,0,133,227,245,85,10.3,1,25,4,0.0,404,12
cont.a20,2021,37,230,134,228,245,85,10.3,3975,2725,14352,0,0,0,0,134,228,245,85,10.3,1,25,4,0.0,404,12
cont.a20,2022,38,229,134,228,246,85,10.4,3995,2740,14435,0,0,0,0,134,228,246,85,10.4,1,25,4,0.0,404,12
cont.a20,2023,39,229,135,229,247,85,10.4,4016,2759,14542,0,0,0,0,135,229,247,85,10.4,1,24,4,0.0,404,12
cont.a20,2024,40,229,135,229,247,85,10.4,4036,2773,14622,0,0,0,0,135,229,247,85,10.4,0,0,0,0.0,404,12
cont.a20,1984,0,296,141,246,283,80,9.3,3805,3045,15655,170,300,0,0,116,188,218,80,13.0,1,31,4,0.0,162,12
cont.a20,1985,1,246,116,189,218,81,9.3,3531,3070,15789,0,0,0,0,116,189,218,81,9.3,1,31,3,0.0,162,12
cont.a20,1986,2,246,117,189,219,81,9.3,3559,3095,15927,0,0,0,0,117,189,219,81,9.3,1,31,3,0.0,162,12
cont.a20,1987,3,246,117,189,219,81,9.3,3587,3120,16062,0,0,0,0,117,189,219,81,9.3,1,31,3,0.0,162,12
cont.a20,1988,4,245,117,190,220,82,9.4,3615,3145,16205,0,0,0,0,117,190,220,82,9.4,1,29,3,0.0,162,12
cont.a20,1989,5,245,118,190,220,82,9.4,3641,3168,16332,0,0,0,0,118,190,220,82,9.4,1,32,3,0.0,162,12
cont.a20,1990,6,244,118,191,221,82,9.4,3670,3195,16478,0,0,0,0,118,191,221,82,9.4,1,37,3,0.0,162,12
cont.a20,1991,7,244,118,192,222,83,9.4,3703,3224,16651,0,0,0,0,118,192,222,83,9.4,1,30,3,0.0,162,12
cont.a20,1992,8,243,119,192,223,83,9.5,3730,3253,16805,0,0,0,0,119,192,223,83,9.5,1,34,3,0.0,162,12
cont.a20,1993,9,243,119,193,223,83,9.5,3761,3300,17044,0,0,0,0,119,193,223,83,9.5,1,30,3,0.0,162,12
cont.a20,1994,10,243,120,194,224,84,9.5,3787,3346,17272,0,0,0,0,120,194,224,84,9.5,1,30,3,0.0,162,12
cont.a20,1995,11,242,120,194,225,84,9.5,3814,3375,17427,0,0,0,0,120,194,225,84,9.5,1,31,3,0.0,162,12
cont.a20,1996,12,242,121,195,225,84,9.6,3842,3401,17575,0,0,0,0,121,195,225,84,9.6,1,32,3,0.0,162,12
cont.a20,1997,13,241,121,195,226,84,9.6,3870,3428,17726,0,0,0,0,121,195,226,84,9.6,1,27,3,0.0,162,12
cont.a20,1998,14,241,121,196,227,85,9.6,3894,3450,17850,0,0,0,0,121,196,227,85,9.6,1,27,3,0.0,162,12
cont.a20,1999,15,241,122,196,227,85,9.6,3918,3471,17971,0,0,0,0,122,196,227,85,9.6,1,28,3,0.0,162,12
cont.a20,2000,16,240,122,197,228,85,9.7,3942,3494,18100,0,0,0,0,122,197,228,85,9.7,1,27,3,0.0,162,12
cont.a20,2001,17,240,122,197,228,85,9.7,3965,3515,18223,0,0,0,0,122,197,228,85,9.7,1,28,4,0.0,162,12
cont.a20,2002,18,239,123,198,229,86,9.7,3990,3538,18352,0,0,0,0,123,198,229,86,9.7,1,28,4,0.0,162,12
cont.a20,2003,19,239,123,199,230,86,9.7,4014,3560,18477,0,0,0,0,123,199,230,86,9.7,1,26,4,0.0,162,12
cont.a20,2004,20,238,124,199,230,86,9.7,4037,3581,18599,0,0,0,0,124,199,230,86,9.7,1,27,4,0.0,162,12
cont.a20,2005,21,238,124,200,231,86,9.8,4060,3602,18726,0,0,0,0,124,200,231,86,9.8,1,25,4,0.0,162,12
cont.a20,2006,22,238,124,200,232,87,9.8,4081,3622,18835,0,0,0,0,124,200,232,87,9.8,1,25,4,0.0,162,12
cont.a20,2007,23,237,125,201,232,87,9.8,4103,3642,18951,0,0,0,0,125,201,232,87,9.8,1,31,4,0.0,162,12
cont.a20,2008,24,237,125,202,233,87,9.8,4130,3668,19102,0,0,0,0,125,202,233,87,9.8,1,29,4,0.0,162,12
cont.a20,2009,25,236,126,203,234,87,9.9,4155,3691,19238,0,0,0,0,126,203,234,87,9.9,1,29,4,0.0,162,12
cont.a20,2010,26,236,126,203,235,87,9.9,4180,3717,19386,0,0,0,0,126,203,235,87,9.9,1,24,4,0.0,162,12
cont.a20,2011,27,236,127,204,236,88,9.9,4200,3738,19507,0,0,0,0,127,204,236,88,9.9,1,24,4,0.0,162,12
cont.a20,2012,28,235,127,205,236,88,9.9,4221,3763,19641,0,0,0,0,127,205,236,88,9.9,1,23,4,0.0,162,12
cont.a20,2013,29,235,127,205,237,88,10.0,4240,3782,19749,0,0,0,0,127,205,237,88,10.0,1,27,4,0.0,162,12
cont.a20,2014,30,234,128,206,238,88,10.0,4262,3802,19874,0,0,0,0,128,206,238,88,10.0,1,26,4,0.0,162,12
cont.a20,2015,31,234,128,206,238,88,10.0,4284,3822,19992,0,0,0,0,128,206,238,88,10.0,1,30,4,0.0,162,12
cont.a20,2016,32,233,129,207,240,88,10.1,4310,3850,20152,0,0,0,0,129,207,240,88,10.1,1,25,4,0.0,162,12
cont.a20,2017,33,233,129,208,240,89,10.1,4331,3884,20328,0,0,0,0,129,208,240,89,10.1,1,26,4,0.0,162,12
cont.a20,2018,34,233,130,209,241,89,10.1,4353,3913,20488,0,0,0,0,130,209,241,89,10.1,1,24,4,0.0,162,12
cont.a20,2019,35,232,130,209,242,89,10.1,4374,3934,20611,0,0,0,0,130,209,242,89,10.1,1,24,4,0.0,162,12
cont.a20,2020,36,232,130,210,243,89,10.2,4393,3953,20719,0,0,0,0,130,210,243,89,10.2,1,23,4,0.0,162,12
cont.a20,2021,37,231,131,211,243,89,10.2,4412,3972,20832,0,0,0,0,131,211,243,89,10.2,1,23,4,0.0,162,12
cont.a20,2022,38,231,131,211,244,89,10.2,4431,3990,20938,0,0,0,0,131,211,244,89,10.2,1,23,4,0.0,162,12
cont.a20,2023,39,231,132,212,245,89,10.2,4450,4007,21044,0,0,0,0,132,212,245,89,10.2,1,23,4,0.0,162,12
cont.a20,2024,40,230,132,212,245,89,10.2,4469,4025,21151,0,0,0,0,132,212,245,89,10.2,0,0,0,0.0,162,12
cont.a20,1984,0,285,105,192,211,74,8.2,2506,1665,8892,0,0,0,0,105,192,211,74,8.2,1,23,25,0.0,404,12
cont.a20,1985,1,280,104,189,209,75,8.3,2505,1665,8896,0,0,0,0,104,189,209,75,8.3,1,26,2,0.0,404,12
cont.a20,1986,2,279,105,190,210,75,8.3,2528,1677,8963,0,0,0,0,105,190,210,75,8.3,1,27,2,0.0,404,12
cont.a20,1987,3,279,105,190,210,76,8.3,2553,1690,9034,0,0,0,0,105,190,210,76,8.3,1,25,2,0.0,404,12
cont.a20,1988,4,278,105,191,211,76,8.3,2575,1702,9101,0,0,0,0,105,191,211,76,8.3,1,24,2,0.0,404,12
cont.a20,1989,5,278,105,191,211,77,8.3,2597,1713,9160,0,0,0,0,105,191,211,77,8.3,1,27,2,0.0,404,12
cont.a20,1990,6,278,106,192,212,77,8.4,2621,1725,9232,0,0,0,0,106,192,212,77,8.4,1,30,2,0.0,404,12
cont.a20,1991,7,277,106,193,213,77,8.4,2648,1739,9312,0,0,0,0,106,193,213,77,8.4,1,25,2,0.0,404,12
cont.a20,1992,8,277,107,193,213,78,8.4,2671,1751,9377,0,0,0,0,107,193,213,78,8.4,1,32,2,0.0,404,12
cont.a20,1993,9,276,107,194,214,78,8.4,2700,1764,9451,0,0,0,0,107,194,214,78,8.4,1,27,2,0.0,404,12
cont.a20,1994,10,276,108,194,215,78,8.5,2725,1775,9517,0,0,0,0,108,194,215,78,8.5,1,25,2,0.0,404,12
cont.a20,1995,11,275,108,195,215,78,8.5,2744,1787,9581,0,0,0,0,108,195,215,78,8.5,1,26,2,0.0,404,12
cont.a20,1996,12,275,108,195,216,79,8.5,2767,1799,9649,0,0,0,0,108,195,216,79,8.5,1,27,2,0.0,404,12
cont.a20,1997,13,274,109,196,217,79,8.5,2793,1811,9721,0,0,0,0,109,196,217,79,8.5,1,25,2,0.0,404,12
cont.a20,1998,14,274,109,196,217,79,8.6,2815,1823,9784,0,0,0,0,109,196,217,79,8.6,1,23,2,0.0,404,12
cont.a20,1999,15,273,109,197,218,80,8.6,2835,1841,9874,0,0,0,0,109,197,218,80,8.6,1,26,2,0.0,404,12
cont.a20,2000,16,273,110,197,218,80,8.6,2858,1852,9936,0,0,0,0,110,197,218,80,8.6,1,24,2,0.0,404,12
cont.a20,2001,17,272,110,198,218,80,8.6,2880,1866,10010,0,0,0,0,110,198,218,80,8.6,1,24,2,0.0,404,12
cont.a20,2002,18,272,110,198,219,80,8.6,2902,1877,10071,0,0,0,0,110,198,219,80,8.6,1,25,2,0.0,404,12
cont.a20,2003,19,271,111,199,220,81,8.7,2924,1888,10138,0,0,0,0,111,199,220,81,8.7,1,22,2,0.0,404,12
cont.a20,2004,20,271,111,199,220,81,8.7,2943,1901,10206,0,0,0,0,111,199,220,81,8.7,1,24,2,0.0,404,12
cont.a20,2005,21,270,111,200,221,81,8.7,2965,1916,10293,0,0,0,0,111,200,221,81,8.7,1,22,3,0.0,404,12
cont.a20,2006,22,270,112,200,221,81,8.7,2984,1927,10352,0,0,0,0,112,200,221,81,8.7,1,23,3,0.0,404,12
cont.a20,2007,23,269,112,200,221,82,8.7,3004,1940,10429,0,0,0,0,112,200,221,82,8.7,1,28,3,0.0,404,12
cont.a20,2008,24,269,112,201,222,82,8.8,3030,1962,10546,0,0,0,0,112,201,222,82,8.8,1,27,3,0.0,404,12
cont.a20,2009,25,268,113,202,223,82,8.8,3054,1973,10615,0,0,0,0,113,202,223,82,8.8,1,28,3,0.0,404,12
cont.a20,2010,26,268,113,202,223,82,8.8,3079,1991,10711,0,0,0,0,113,202,223,82,8.8,1,21,3,0.0,404,12
cont.a20,2011,27,268,114,202,224,82,8.8,3097,2002,10773,0,0,0,0,114,202,224,82,8.8,1,23,3,0.0,404,12
cont.a20,2012,28,267,114,203,224,83,8.8,3117,2012,10833,0,0,0,0,114,203,224,83,8.8,1,22,3,0.0,404,12
cont.a20,2013,29,267,114,203,225,83,8.9,3137,2023,10891,0,0,0,0,114,203,225,83,8.9,1,23,3,0.0,404,12
cont.a20,2014,30,266,115,204,225,83,8.9,3157,2034,10955,0,0,0,0,115,204,225,83,8.9,1,26,3,0.0,404,12
cont.a20,2015,31,266,115,204,226,83,8.9,3180,2050,11037,0,0,0,0,115,204,226,83,8.9,1,27,3,0.0,404,12
cont.a20,2016,32,265,115,205,226,83,8.9,3204,2069,11139,0,0,0,0,115,205,226,83,8.9,1,24,3,0.0,404,12
cont.a20,2017,33,265,116,205,227,83,9.0,3225,2082,11213,0,0,0,0,116,205,227,83,9.0,1,25,3,0.0,404,12
cont.a20,2018,34,264,116,206,228,84,9.0,3247,2099,11306,0,0,0,0,116,206,228,84,9.0,1,23,3,0.0,404,12
cont.a20,2019,35,264,116,206,228,84,9.0,3268,2109,11364,0,0,0,0,116,206,228,84,9.0,1,22,3,0.0,404,12
cont.a20,2020,36,263,117,207,229,84,9.0,3287,2122,11441,0,0,0,0,117,207,229,84,9.0,1,22,3,0.0,404,12
cont.a20,2021,37,263,117,207,229,84,9.0,3306,2137,11519,0,0,0,0,117,207,229,84,9.0,1,22,3,0.0,404,12
cont.a20,2022,38,262,117,208,229,84,9.1,3324,2152,11600,0,0,0,0,117,208,229,84,9.1,1,21,3,0.0,404,12
cont.a20,2023,39,262,118,208,230,84,9.1,3342,2169,11686,0,0,0,0,118,208,230,84,9.1,1,22,3,0.0,404,12
cont.a20,2024,40,261,118,208,230,85,9.1,3360,2180,11746,0,0,0,0,118,208,230,85,9.1,0,0,0,0.0,404,12
cont.a30,1984,0,324,125,227,247,76,8.4,3055,2024,10595,117,28,0,0,116,202,221,76,10.1,1,32,3,0.0,404,12
cont.a30,1985,1,245,116,203,222,76,9.3,3056,2041,10680,0,0,0,0,116,203,222,76,9.3,1,31,3,0.0,404,12
cont.a30,1986,2,245,117,204,222,77,9.4,3083,2057,10768,0,0,0,0,117,204,222,77,9.4,1,30,3,0.0,404,12
cont.a30,1987,3,244,117,204,223,77,9.4,3110,2084,10900,0,0,0,0,117,204,223,77,9.4,1,32,3,0.0,404,12
cont.a30,1988,4,244,118,205,223,78,9.4,3139,2102,10996,0,0,0,0,118,205,223,78,9.4,1,29,3,0.0,404,12
cont.a30,1989,5,243,118,205,224,78,9.4,3165,2124,11111,0,0,0,0,118,205,224,78,9.4,1,35,3,0.0,404,12
cont.a30,1990,6,243,119,206,225,78,9.5,3197,2159,11287,0,0,0,0,119,206,225,78,9.5,1,39,3,0.0,404,12
cont.a30,1991,7,243,119,207,226,79,9.5,3233,2184,11422,0,0,0,0,119,207,226,79,9.5,1,31,3,0.0,404,12
cont.a30,1992,8,242,120,208,226,79,9.5,3261,2200,11511,0,0,0,0,120,208,226,79,9.5,1,37,3,0.0,404,12
cont.a30,1993,9,242,121,209,227,79,9.6,3295,2220,11623,0,0,0,0,121,209,227,79,9.6,1,32,3,0.0,404,12
cont.a30,1994,10,241,121,210,228,79,9.6,3323,2246,11755,0,0,0,0,121,210,228,79,9.6,1,31,3,0.0,404,12
cont.a30,1995,11,241,122,210,229,80,9.6,3351,2262,11847,0,0,0,0,122,210,229,80,9.6,1,33,3,0.0,404,12
cont.a30,1996,12,240,122,211,230,80,9.7,3382,2279,11944,0,0,0,0,122,211,230,80,9.7,1,35,3,0.0,404,12
cont.a30,1997,13,240,123,212,230,80,9.7,3413,2305,12079,0,0,0,0,123,212,230,80,9.7,1,28,3,0.0,404,12
cont.a30,1998,14,240,123,213,231,80,9.7,3438,2325,12180,0,0,0,0,123,213,231,80,9.7,1,28,3,0.0,404,12
cont.a30,1999,15,239,124,213,232,81,9.7,3462,2339,12261,0,0,0,0,124,213,232,81,9.7,1,29,3,0.0,404,12
cont.a30,2000,16,239,124,214,232,81,9.8,3489,2355,12347,0,0,0,0,124,214,232,81,9.8,1,28,3,0.0,404,12
cont.a30,2001,17,238,125,215,233,81,9.8,3514,2369,12429,0,0,0,0,125,215,233,81,9.8,1,30,3,0.0,404,12
cont.a30,2002,18,238,125,215,234,81,9.8,3541,2384,12515,0,0,0,0,125,215,234,81,9.8,1,30,3,0.0,404,12
cont.a30,2003,19,237,126,216,234,82,9.8,3567,2399,12601,0,0,0,0,126,216,234,82,9.8,1,27,3,0.0,404,12
cont.a30,2004,20,237,126,217,235,82,9.9,3591,2414,12681,0,0,0,0,126,217,235,82,9.9,1,29,3,0.0,404,12
cont.a30,2005,21,237,127,217,236,82,9.9,3617,2429,12765,0,0,0,0,127,217,236,82,9.9,1,26,3,0.0,404,12
cont.a30,2006,22,236,127,218,236,82,9.9,3640,2442,12841,0,0,0,0,127,218,236,82,9.9,1,26,3,0.0,404,12
cont.a30,2007,23,236,127,219,237,82,10.0,3662,2455,12917,0,0,0,0,127,219,237,82,10.0,1,34,4,0.0,404,12
cont.a30,2008,24,235,128,220,238,83,10.0,3693,2472,13018,0,0,0,0,128,220,238,83,10.0,1,31,4,0.0,404,12
cont.a30,2009,25,235,129,220,239,83,10.0,3720,2488,13108,0,0,0,0,129,220,239,83,10.0,1,32,4,0.0,404,12
cont.a30,2010,26,234,129,221,239,83,10.1,3748,2503,13199,0,0,0,0,129,221,239,83,10.1,1,25,4,0.0,404,12
cont.a30,2011,27,234,130,222,240,83,10.1,3769,2521,13293,0,0,0,0,130,222,240,83,10.1,1,26,4,0.0,404,12
cont.a30,2012,28,234,130,223,241,83,10.1,3791,2540,13393,0,0,0,0,130,223,241,83,10.1,1,24,4,0.0,404,12
cont.a30,2013,29,233,131,223,241,83,10.1,3811,2567,13523,0,0,0,0,131,223,241,83,10.1,1,29,4,0.0,404,12
cont.a30,2014,30,233,131,224,242,84,10.2,3835,2594,13662,0,0,0,0,131,224,242,84,10.2,1,28,4,0.0,404,12
cont.a30,2015,31,232,132,225,243,84,10.2,3859,2612,13760,0,0,0,0,132,225,243,84,10.2,1,34,4,0.0,404,12
cont.a30,2016,32,232,132,226,244,84,10.2,3889,2642,13912,0,0,0,0,132,226,244,84,10.2,1,27,4,0.0,404,12
cont.a30,2017,33,231,133,226,244,84,10.3,3912,2670,14056,0,0,0,0,133,226,244,84,10.3,1,29,4,0.0,404,12
cont.a30,2018,34,231,133,227,245,84,10.3,3937,2693,14181,0,0,0,0,133,227,245,84,10.3,1,26,4,0.0,404,12
cont.a30,2019,35,231,134,228,246,84,10.3,3959,2712,14286,0,0,0,0,134,228,246,84,10.3,1,25,4,0.0,404,12
cont.a30,2020,36,230,134,228,246,85,10.3,3980,2726,14368,0,0,0,0,134,228,246,85,10.3,1,25,4,0.0,404,12
cont.a30,2021,37,230,135,229,247,85,10.4,4001,2742,14454,0,0,0,0,135,229,247,85,10.4,1,25,4,0.0,404,12
cont.a30,2022,38,229,135,230,247,85,10.4,4022,2761,14558,0,0,0,0,135,230,247,85,10.4,1,25,4,0.0,404,12
cont.a30,2023,39,229,136,230,248,85,10.4,4042,2775,14638,0,0,0,0,136,230,248,85,10.4,1,24,4,0.0,404,12
cont.a30,2024,40,229,136,231,249,85,10.4,4062,2792,14733,0,0,0,0,136,231,249,85,10.4,0,0,0,0.0,404,12
cont.a30,1984,0,296,141,246,283,80,9.3,3805,3045,15655,170,300,0,0,116,188,218,80,13.0,1,31,4,0.0,162,12
